file_name,solidity,perimeter,equivalent_diameter,eccentricity,bbox_area,area,extent,major_axis_length,min_axis_length,min_major_axis_ratio,convex_area,type
../dataset/images\case1\chromosome\19.TIF,0.721558768070396,266.9360748630709,54.06808665665851,0.6848343129994957,4088,2296,0.5616438356164384,79.08570731761742,57.62966124681467,0.7286988155188046,3182,0
../dataset/images\case1\chromosome\2.TIF,0.8756561679790026,312.6761902332485,58.29473685418049,0.9845645908440362,9072,2669,0.2942019400352734,142.9863499326276,25.02570218999396,0.17502161711090314,3048,0
../dataset/images\case1\chromosome\20.TIF,0.7687705653604546,301.01933598375615,57.20337079202036,0.982438472003526,8690,2570,0.2957422324510932,141.98964509390308,26.49339913987978,0.1865868396414309,3343,0
../dataset/images\case1\chromosome\21.TIF,0.7610465116279069,307.747258045114,57.735094423726856,0.9821852673202804,9102,2618,0.2876290925071413,144.7349269018931,27.19788436658792,0.1879151421759013,3440,0
../dataset/images\case1\chromosome\22.TIF,0.819838056680162,131.63961030678928,32.11423409074988,0.8326959063450945,1521,810,0.5325443786982249,47.042243075016074,26.048727367032534,0.5537305550140081,988,0
../dataset/images\case1\chromosome\23.TIF,0.5293851034899532,406.8183258569795,66.79394706672163,0.9501779938221777,8456,3504,0.41438032166508987,175.76858011633882,54.788445163673956,0.3117078440720761,6619,0
../dataset/images\case1\chromosome\24.TIF,0.7154966887417219,329.1198410471445,58.64315825677941,0.9848021776742343,9438,2701,0.2861835134562407,156.8320874103079,27.2385646359101,0.17367979401210104,3775,0
../dataset/images\case1\chromosome\25.TIF,0.7706552706552706,208.61017305526642,45.45841815445374,0.9159409873747323,2808,1623,0.5779914529914529,80.30665900925358,32.228104613884625,0.4013129796642523,2106,0
../dataset/images\case1\chromosome\26.TIF,0.8933428775948461,164.61017305526644,39.86229988133503,0.9297396683354583,2280,1248,0.5473684210526316,67.29905944448006,24.780693414763007,0.3682175296254537,1397,0
../dataset/images\case1\chromosome\27.TIF,0.9147485080988917,149.58073580374358,36.961953837707625,0.9346890088638301,2352,1073,0.4562074829931973,63.29567290970648,22.499493458859185,0.35546653388068894,1173,0
../dataset/images\case1\chromosome\28.TIF,0.7811463761250592,378.3746750430835,64.80080260719436,0.9888990255310526,13254,3298,0.24883054172325336,179.11486751402697,26.614514950416027,0.14858908877752303,4222,0
../dataset/images\case1\chromosome\29.TIF,0.8442743597291728,337.1370849898476,60.4288922147382,0.9892914809962537,5396,2868,0.5315048183839881,163.82784531471088,23.911214569898643,0.14595329947705502,3397,0
../dataset/images\case1\chromosome\3.TIF,0.7953729557239729,249.62236636408616,50.38689960894512,0.8673035942219324,3600,1994,0.5538888888888889,81.48233631678184,40.560240299703594,0.4977795450294414,2507,0
../dataset/images\case1\chromosome\30.TIF,0.6588235294117647,309.3208511739212,56.64418463295778,0.9586284385718199,6670,2520,0.3778110944527736,131.84566998883219,37.53123500483757,0.2846603533359617,3825,0
../dataset/images\case1\chromosome\4.TIF,0.7562067562067563,235.86500705120548,48.638247029656945,0.9361350871066656,4455,1858,0.41705948372615037,94.60993031138287,33.26869092787609,0.35164058168504336,2457,0
../dataset/images\case1\chromosome\5.TIF,0.8830341632889404,192.46803743153546,44.06461512053774,0.9550970254913312,1976,1525,0.7717611336032388,83.21065215170943,24.654752019345576,0.2962932194593921,1727,0
../dataset/images\case1\chromosome\6.TIF,0.6217765042979942,316.2325394193526,57.58051558027562,0.9277328499869818,7956,2604,0.3273001508295626,124.79619519341281,46.57954401039507,0.37324490492842927,4188,0
../dataset/images\case1\chromosome\7.TIF,0.48430908529684125,518.3158005400378,77.41536370171241,0.9637534546055282,14972,4707,0.3143868554635319,232.29802487442856,61.97582386304608,0.26679445034691035,9719,0
../dataset/images\case1\chromosome\8.TIF,0.8625489343192693,232.0243866176395,50.24772648796986,0.9656809362747595,2790,1983,0.710752688172043,102.80844871363693,26.702568297948332,0.25973126364668503,2299,0
../dataset/images\case1\chromosome\9.TIF,0.8820276497695853,230.2497833620557,49.36578256872974,0.9685378125829317,5022,1914,0.3811230585424134,100.72678646708185,25.067516889976783,0.2488664412834118,2170,0
../dataset/images\case1\cluster\1.TIF,0.6276322547508988,686.2640687119285,88.20143773392724,0.985845525514565,31872,6110,0.1917043172690763,277.8284790930774,46.57966575109516,0.1676561953013109,9735,1
../dataset/images\case1\cluster\2.TIF,0.5890008931989281,510.34018715767735,76.66337938349386,0.9457944807995508,16764,4616,0.2753519446432832,181.5384684244729,58.957479008293646,0.32476576187940165,7837,1
../dataset/images\case1\cluster\3.TIF,0.6450974421437271,495.1269837220809,73.44873008461674,0.9588660138323277,15128,4237,0.280076679005817,172.15575182103703,48.867970362578205,0.2838590627711264,6568,1
../dataset/images\case1\cluster\4.TIF,0.6150636567882743,643.6538956566621,85.55614614206539,0.8925751750969637,18639,5749,0.3084392939535383,177.15548217354424,79.87916072500106,0.4508986103334369,9347,1
../dataset/images\case1\cluster\5.TIF,0.5199653613008756,604.256926036992,82.94930077914351,0.8246227191665036,19773,5404,0.27330197744398926,168.67250882372923,95.41518788622365,0.5656831012452482,10393,1
../dataset/images\case1\cluster\6.TIF,0.4378264654672084,717.9797974644666,87.65843172494422,0.9238008699619796,25245,6035,0.23905723905723905,233.8440495245623,89.53263950797606,0.38287328537975823,13784,1
../dataset/images\case1\cluster\7.TIF,0.7119481321395492,266.8944443027283,54.18570282057145,0.7417534257781867,4620,2306,0.49913419913419915,76.82644164995268,51.52539618338094,0.6706726886837753,3239,1
../dataset/images\case1\cluster\8.TIF,0.570786722904823,715.2691193458119,89.02761462589227,0.7748713234718214,18444,6225,0.33750813272608976,157.87945081888358,99.79860080945949,0.6321190015029037,10906,1
../dataset/images\case10\chromosome\1.TIF,0.6096895700740356,517.286363288515,77.30838520488481,0.9876618434883107,23187,4694,0.20244102298701858,240.75007345786884,37.701863456569036,0.15660166958647614,7699,0
../dataset/images\case10\chromosome\10.TIF,0.8564318529862175,268.06601717798213,53.368875401047745,0.9797836185426269,3960,2237,0.5648989898989899,123.12582822989107,24.632570808307765,0.20006014304582564,2612,0
../dataset/images\case10\chromosome\11.TIF,0.67502356267672,435.50461735799473,67.52385363482017,0.9890077829806722,11524,3581,0.3107427976397084,206.34043221241274,30.510211919735887,0.14786346811723164,5305,0
../dataset/images\case10\chromosome\12.TIF,0.8435452793834297,266.1198410471445,52.793194290791604,0.9795162617268472,7140,2189,0.3065826330532213,123.21725922013285,24.811652516544786,0.20136507396433578,2595,0
../dataset/images\case10\chromosome\13.TIF,0.8355184743742551,252.20815280171308,51.745751154834416,0.971314459382296,4416,2103,0.47622282608695654,111.04312723147999,26.405911129883485,0.23779869847179147,2517,0
../dataset/images\case10\chromosome\14.TIF,0.8979409131602507,147.4386001800126,35.73596596384892,0.9393314831876354,2067,1003,0.4852443154329947,62.17426462140539,21.326440239159144,0.34301073553537237,1117,0
../dataset/images\case10\chromosome\15.TIF,0.8056288478452067,322.2497833620557,59.15118146691769,0.9838496265029988,6858,2748,0.4006999125109361,146.99884006227202,26.312345798804778,0.17899696206894064,3411,0
../dataset/images\case10\chromosome\16.TIF,0.8769356153219234,149.0538238691624,37.013588722725,0.8270608114114946,1722,1076,0.6248548199767712,52.29945365566158,29.39817439008421,0.5621124569224207,1227,0
../dataset/images\case10\chromosome\17.TIF,0.6986729117876659,319.1198410471445,58.469207088979,0.9781148513344069,9296,2685,0.2888339070567986,147.60538036859015,30.71161752886631,0.2080657050046234,3843,0
../dataset/images\case10\chromosome\18.TIF,0.9337209302325581,121.15432893255071,31.975167777860612,0.8997840190428139,1242,803,0.6465378421900161,48.81058729070529,21.297794836203792,0.43633555788539763,860,0
../dataset/images\case10\chromosome\19.TIF,0.508228936379268,472.9604614807104,72.58557181778004,0.9597478168085044,18495,4138,0.22373614490402813,209.10368056770787,58.72952551211186,0.2808631840083523,8142,0
../dataset/images\case10\chromosome\2.TIF,0.7435125115848007,379.0782104868019,63.920463852002335,0.9881665516324174,6004,3209,0.534477015323118,180.05755964678707,27.61807479310609,0.15338470013302163,4316,0
../dataset/images\case10\chromosome\20.TIF,0.8555493586168432,195.095454429505,44.1944505749731,0.9481627898233868,2294,1534,0.6687009590235397,81.22255735315326,25.811312659300423,0.3177850279581029,1793,0
../dataset/images\case10\chromosome\21.TIF,0.8851590106007067,141.98275605729688,35.71814698195629,0.6983947547169894,1480,1002,0.677027027027027,44.9678634968234,32.18407406395717,0.7157127682134755,1132,0
../dataset/images\case10\chromosome\22.TIF,0.5988045007032349,381.889393668845,65.85327546423157,0.9356954184344206,8844,3406,0.385119855269109,152.98489404923177,53.97442438132282,0.3528088489831775,5688,0
../dataset/images\case10\chromosome\23.TIF,0.8949494949494949,142.95331880577405,33.5870545989873,0.933459727880108,1887,886,0.46952835188129305,57.52944949714405,20.63479077985262,0.3586822220657091,990,0
../dataset/images\case10\chromosome\24.TIF,0.85828025477707,154.50966799187808,37.04797199880859,0.9284496196164886,2397,1078,0.4497288277012933,62.903523164068524,23.36603875854179,0.3714583473742348,1256,0
../dataset/images\case10\chromosome\25.TIF,0.9437837837837838,123.98275605729688,33.33973788969849,0.8679483537116,1215,873,0.7185185185185186,47.76000094387637,23.720217605865805,0.49665446266929214,925,0
../dataset/images\case10\chromosome\26.TIF,0.7803468208092486,297.56349186104046,57.147698398498015,0.7510056990243504,4725,2565,0.5428571428571428,81.3420883442516,53.70983292401064,0.6602957216527658,3287,0
../dataset/images\case10\chromosome\27.TIF,0.9089048106448311,133.29646455628165,33.62494186946387,0.9003669358351135,1645,888,0.5398176291793313,51.78815661610956,22.534655804722043,0.43513145238524026,977,0
../dataset/images\case10\chromosome\28.TIF,0.6473357586133105,349.60512242138316,62.06085419025319,0.9680566672293034,10488,3025,0.28842486651411137,153.97520060173065,38.60643421965525,0.2507315078582942,4673,0
../dataset/images\case10\chromosome\29.TIF,0.7405182769864425,495.57063453597686,74.12171500668497,0.9935308865256834,23296,4315,0.1852249313186813,242.3967632549284,27.52711424458125,0.1135622187150701,5827,0
../dataset/images\case10\chromosome\3.TIF,0.5869200670765791,366.97770542341357,63.330123684671285,0.839952014685588,8036,3150,0.39198606271777003,122.9485591806678,66.71934866288791,0.5426606794541333,5367,0
../dataset/images\case10\chromosome\30.TIF,0.86572265625,224.2670273047588,47.51266897171157,0.969520266011684,2576,1773,0.6882763975155279,98.55319199107038,24.14662892855543,0.2450111299362408,2048,0
../dataset/images\case10\chromosome\31.TIF,0.8724519510774607,188.65180361560903,43.672792880846,0.9350731901053925,2652,1498,0.5648567119155354,75.41398628321318,26.73084133000834,0.3544546926563741,1717,0
../dataset/images\case10\chromosome\32.TIF,0.7552960347637153,332.2325394193526,59.50528694081298,0.9844298400393092,10791,2781,0.25771476230191825,154.8569192147036,27.220432830970317,0.17577795663899368,3682,0
../dataset/images\case10\chromosome\33.TIF,0.8436994219653179,408.6944801964782,68.16194758616136,0.9910077555331966,16482,3649,0.22139303482587064,193.5230121582405,25.894238492649475,0.13380444115594994,4325,0
../dataset/images\case10\chromosome\4.TIF,0.8948339483394834,182.75230867899737,43.04141653790755,0.9398944017440725,3055,1455,0.4762684124386252,75.18812727660917,25.674132304597777,0.3414652450398899,1626,0
../dataset/images\case10\chromosome\5.TIF,0.7692547552229498,283.7228714274745,56.04535624707587,0.9746704598702168,5040,2467,0.48948412698412697,128.7116528581791,28.78583519052037,0.2236459135695976,3207,0
../dataset/images\case10\chromosome\6.TIF,0.9071100917431193,120.42640687119285,31.735350634355903,0.8727861249224658,1161,791,0.6813092161929372,46.16031138448434,22.530978974560007,0.4881028376713517,872,0
../dataset/images\case10\chromosome\7.TIF,0.8743619945033373,263.76450198781714,53.249455078199695,0.9771384675173849,5814,2227,0.3830409356725146,118.35568269911302,25.162878894664765,0.21260389295066218,2547,0
../dataset/images\case10\chromosome\8.TIF,0.9037406483790523,228.93607486307093,48.03238548167387,0.9712598491360814,4992,1812,0.3629807692307692,99.86235500256919,23.769402424050867,0.23802164913334303,2005,0
../dataset/images\case10\chromosome\9.TIF,0.736896197327852,197.92388155425115,42.72967946463235,0.8720798598611513,2772,1434,0.5173160173160173,70.56689491996833,34.53286865876001,0.4893635846939927,1946,0
../dataset/images\case10\cluster\1.TIF,0.5137504108688506,559.3279938488575,77.26720019039888,0.9168647535469763,14863,4689,0.3154813967570477,182.7743589913587,72.96315409638338,0.39919797557508035,9127,1
../dataset/images\case10\cluster\2.TIF,0.6644135188866799,412.9604614807104,65.23163771135073,0.5989952129938009,8200,3342,0.40756097560975607,90.32311998900238,72.32647364526788,0.8007526052474079,5030,1
../dataset/images\case10\cluster\3.TIF,0.7345888091044573,637.5117600329312,83.08733243734602,0.9278623237739713,12852,5422,0.4218798630563336,160.83625322180498,59.97952602559512,0.37292292517458087,7381,1
../dataset/images\case10\cluster\4.TIF,0.42500192797100333,665.8965363437815,83.76647975792872,0.9380924615265513,21200,5511,0.25995283018867926,240.04804837245334,83.14903124714169,0.3463849500585377,12967,1
../dataset/images\case10\cluster\5.TIF,0.5617992349294288,462.71782079359116,73.63916906801066,0.8683936514996158,12150,4259,0.3505349794238683,152.21468906904434,75.47952807144095,0.49587545415675066,7581,1
../dataset/images\case10\cluster\6.TIF,0.5461146634875907,544.1980515339465,80.09902662280288,0.5078268973358758,15481,5039,0.3254957690071701,128.37609877296381,110.59076308315512,0.8614591356194545,9227,1
../dataset/images\case11\chromosome\1.TIF,0.8712926692781198,332.5168106668145,62.967197351520234,0.9859584746819333,11554,3114,0.2695170503721655,158.5765286341301,26.480801871953275,0.1669906769938831,3574,0
../dataset/images\case11\chromosome\10.TIF,0.8858486532706284,243.92388155425118,51.36294711843604,0.9690209069049704,3168,2072,0.6540404040404041,105.2356857249598,25.990973648062475,0.2469787075459512,2339,0
../dataset/images\case11\chromosome\11.TIF,0.8699575371549894,197.1370849898476,45.68193968978257,0.9434559673377296,3692,1639,0.44393282773564463,82.12245133967821,27.223417683454255,0.3314978698194438,1884,0
../dataset/images\case11\chromosome\12.TIF,0.869811320754717,177.4386001800126,41.962963317296,0.9460477653082751,2706,1383,0.5110864745011087,75.70005581981593,24.52887705884834,0.32402719909788286,1590,0
../dataset/images\case11\chromosome\14.TIF,0.5979776847977685,381.50461735799473,66.08488207178408,0.8621006994329082,7700,3430,0.44545454545454544,130.5293033581269,66.14402719244195,0.5067369969099261,5736,0
../dataset/images\case11\chromosome\15.TIF,0.8460057747834456,288.936074863071,57.94422041469386,0.9753713867284681,5763,2637,0.45757418011452367,128.30248082704014,28.299542386958546,0.22056894149309644,3117,0
../dataset/images\case11\chromosome\16.TIF,0.8477970627503337,283.6051224213831,56.86851891536576,0.9799905082735779,8036,2540,0.3160776505724241,131.98437081403387,26.270726863070706,0.19904422547186432,2996,0
../dataset/images\case11\chromosome\17.TIF,0.7418280871670703,287.3208511739212,55.86331644420947,0.9647588943276708,5400,2451,0.4538888888888889,123.17360062004495,32.41134334774578,0.26313547046274494,3304,0
../dataset/images\case11\chromosome\18.TIF,0.897003745318352,218.75230867899737,49.391567779455755,0.9614292143630526,3570,1916,0.5366946778711484,95.72816579675005,26.330269236855724,0.2750524782096016,2136,0
../dataset/images\case11\chromosome\19.TIF,0.880022014309301,197.09545442950497,45.12105973967727,0.954984241198414,2418,1599,0.6612903225806451,84.67109903489991,25.118234755078785,0.2966565338277409,1817,0
../dataset/images\case11\chromosome\2.TIF,0.8952134540750324,179.29646455628165,41.97813156768016,0.9430362721448038,1725,1384,0.8023188405797101,75.42086590421133,25.09176258640338,0.3326899298434376,1546,0
../dataset/images\case11\chromosome\20.TIF,0.8455467869222097,184.36753236814712,43.70193722368317,0.9095230020154264,2891,1500,0.5188516084399861,72.17362314445205,29.999225730422413,0.4156535923155804,1774,0
../dataset/images\case11\chromosome\21.TIF,0.6461107217939733,324.1076477383248,59.34459184068469,0.8350331323919484,6900,2766,0.4008695652173913,103.50271622473579,56.9471594587373,0.5501996617662454,4281,0
../dataset/images\case11\chromosome\3.TIF,0.5994950654119807,326.5340546095176,57.66889708368147,0.8439096065984325,6900,2612,0.37855072463768114,111.84073836049656,60.00092236730933,0.5364853920573037,4357,0
../dataset/images\case11\chromosome\4.TIF,0.8839897260273972,245.80613254815975,51.27611198090307,0.9735552068137007,6160,2065,0.3352272727272727,109.3256562123162,24.975651170020257,0.22845187520773919,2336,0
../dataset/images\case11\chromosome\5.TIF,0.7482464929859719,332.2325394193526,61.669818551086486,0.9784814120236004,10384,2987,0.2876540832049307,152.29041798839728,31.422841218060864,0.2063349857011681,3992,0
../dataset/images\case11\chromosome\6.TIF,0.8825082508250826,165.19595949289334,41.25919620291836,0.9096118997204669,2074,1337,0.6446480231436837,66.08367540650562,27.455058591928832,0.41545901348619624,1515,0
../dataset/images\case11\chromosome\7.TIF,0.7506897416603963,326.4335495461292,61.73172569588786,0.970351898738054,9102,2993,0.32882882882882886,139.15205913318061,33.632564077945844,0.2416964886287206,3987,0
../dataset/images\case11\chromosome\8.TIF,0.7728077945084145,209.6223663640862,47.136005405240475,0.905985529197728,3000,1745,0.5816666666666667,81.40845898014189,34.4609056117498,0.4233086591180397,2258,0
../dataset/images\case11\chromosome\9.TIF,0.7780429594272077,392.80108191427644,67.57097755264677,0.9896446864075054,15640,3586,0.2292838874680307,187.16575567423425,26.865552899427154,0.1435388263341676,4609,0
../dataset/images\case11\cluster\1.TIF,0.5731168607653032,1059.335136523794,112.78148363940011,0.9346992352781668,23836,9990,0.41911394529283436,251.11745530151939,89.25709857669762,0.35543964265457245,17431,1
../dataset/images\case11\cluster\13.TIF,0.6398096209416965,449.87214972614186,69.22769421541608,0.9476736981838444,11528,3764,0.32650936849410134,159.52862144601383,50.928013097991865,0.31924060169495316,5883,1
../dataset/images\case11\cluster\2.TIF,0.5199059791391215,706.8670990922585,94.93149897497396,0.6620565340548954,25725,7078,0.2751409135082604,175.68345749458646,131.6666520906119,0.7494538983254533,13614,1
../dataset/images\case11\cluster\3.TIF,0.5220356176735798,931.0336213336288,108.60026658752645,0.2844057789753968,27318,9263,0.3390804597701149,152.6753184621925,146.37043797504762,0.9587039964897393,17744,1
../dataset/images\case11\cluster\4.TIF,0.6796543989366121,840.7371567773473,102.06063254496499,0.8741558377469671,18018,8181,0.45404595404595405,175.41698646104882,85.19047364948057,0.4856455202438279,12037,1
../dataset/images\case11\cluster\5.TIF,0.5734587028528689,594.1686142824235,82.66484522814773,0.9514435091754412,20286,5367,0.26456669624371487,199.98041603603545,61.558652656689645,0.307823405295832,9359,1
../dataset/images\case11\cluster\6.TIF,0.5266684392448817,999.920922961421,112.29498853936916,0.9336368334868007,35332,9904,0.2803124646213065,267.91751665664776,95.97367262530962,0.3582209697334034,18805,1
../dataset/images\case11\cluster\7.TIF,0.48521286967825805,812.222438151586,97.49222123558367,0.8877827772382383,27540,7465,0.27106027596223675,224.27706842276098,103.22636599726748,0.4602626863424413,15385,1
../dataset/images\case11\cluster\8.TIF,0.5192393238434164,512.2152954766495,77.1022401384582,0.8396039196395556,15104,4669,0.3091234110169492,156.4832265914456,85.00154725686285,0.5431990962123323,8992,1
../dataset/images\case11\cluster\9.TIF,0.5154870807254053,698.1980515339463,90.43943186121132,0.8792279957703143,21146,6424,0.3037926794665658,200.72976785915958,95.62790820210981,0.47640122948384195,12462,1
../dataset/images\case12\chromosome\1.TIF,0.6845,214.55129855222071,41.750029182533964,0.9071191147215402,3276,1369,0.4178876678876679,78.85054484766108,33.18614307226842,0.4208739855429523,2000,0
../dataset/images\case12\chromosome\10.TIF,0.7082630691399663,283.1787155501902,51.708829458264105,0.9715623210127957,4469,2100,0.4699037816066234,122.78525251040455,29.073581605335296,0.23678398676479218,2965,0
../dataset/images\case12\chromosome\11.TIF,0.6015384615384616,583.3523804664972,74.00137351364457,0.9941136891823348,28368,4301,0.15161449520586576,274.33675980236404,29.722172994028917,0.10834192623489895,7150,0
../dataset/images\case12\chromosome\12.TIF,0.7564648117839607,322.0365799264593,54.24441526906674,0.9883709619151277,3696,2311,0.6252705627705628,151.73521513294588,23.0731551939892,0.1520619664576426,3055,0
../dataset/images\case12\chromosome\13.TIF,0.8214971209213052,191.23759005323592,40.43314946229083,0.9457565603426054,3021,1284,0.42502482621648463,75.4474276185382,24.511071638649867,0.3248761742093808,1563,0
../dataset/images\case12\chromosome\14.TIF,0.7998580553584103,298.1076477383247,53.571279001280686,0.9865638510103882,5593,2254,0.4030037546933667,138.39038244886078,22.609688512895815,0.16337615456226334,2818,0
../dataset/images\case12\chromosome\15.TIF,0.8695652173913043,162.95331880577405,37.0823233942262,0.9585527711487565,2301,1080,0.46936114732724904,71.63250905721229,20.40917979991604,0.2849150486075449,1242,0
../dataset/images\case12\chromosome\16.TIF,0.7406225059856345,273.95941546018395,48.61206223797199,0.9752906011809227,3232,1856,0.5742574257425742,114.3773072202133,25.268906937570364,0.22092587727143767,2506,0
../dataset/images\case12\chromosome\17.TIF,0.6627859477124183,442.7766952966369,64.27800807947928,0.9887948171736171,7093,3245,0.457493303256732,197.03533303055212,29.41362664645297,0.14928097511268254,4896,0
../dataset/images\case12\chromosome\19.TIF,0.8256437768240343,226.45079348883237,44.266416834293416,0.9734115022685825,4032,1539,0.38169642857142855,96.3469561126152,22.06956261530283,0.22906341316592094,1864,0
../dataset/images\case12\chromosome\2.TIF,0.8285714285714286,154.6812408671319,35.949104827605794,0.7891164050685312,1794,1015,0.5657748049052397,49.36702116338111,30.32338078345816,0.6142436806770727,1225,0
../dataset/images\case12\chromosome\20.TIF,0.9132762312633833,146.61017305526642,32.9556267071208,0.9374035558835935,1664,853,0.5126201923076923,56.87556583897453,19.8066308859658,0.34824499051213154,934,0
../dataset/images\case12\chromosome\21.TIF,0.8386627906976745,115.49747468305831,27.104597715372734,0.892617503297666,943,577,0.6118769883351007,41.71859305407389,18.807359596110313,0.45081480987944633,688,0
../dataset/images\case12\chromosome\22.TIF,0.8168442415017757,220.06601717798213,45.27599437918081,0.9708439402844814,3784,1610,0.42547568710359407,97.5158680219275,23.37576457172101,0.23971241856212278,1971,0
../dataset/images\case12\chromosome\23.TIF,0.8056013179571664,374.65894629054543,61.12024888899723,0.9918858754637082,14250,2934,0.20589473684210527,179.65527652083895,22.83983896721193,0.12713146760575464,3642,0
../dataset/images\case12\chromosome\24.TIF,0.6627017841971113,386.0487732352791,63.027830198839204,0.9872417990308807,7584,3120,0.41139240506329117,182.44939965075955,29.051095553803734,0.15922823319458806,4708,0
../dataset/images\case12\chromosome\3.TIF,0.7955145118733509,262.0071426749364,47.99260710178089,0.979528073988155,5664,1809,0.319385593220339,114.43443885163863,23.03652293929648,0.20130760608843243,2274,0
../dataset/images\case12\chromosome\4.TIF,0.8590704647676162,260.3086578651014,46.783531048861036,0.9777503894984869,2850,1719,0.6031578947368421,104.95739242758486,22.01709306742486,0.20977172315533188,2001,0
../dataset/images\case12\chromosome\5.TIF,0.7474518686296716,212.5512985522207,40.99605101775554,0.9447159678020124,2376,1320,0.5555555555555556,80.36612969667007,26.35123655038057,0.3278898293328218,1766,0
../dataset/images\case12\chromosome\6.TIF,0.7449392712550608,190.40916292848974,40.49608047229867,0.9067503275846186,2940,1288,0.4380952380952381,72.7538431605535,30.67796246530278,0.42166793027830185,1729,0
../dataset/images\case12\chromosome\7.TIF,0.7153035052721574,352.2497833620557,56.531683658681686,0.9886781421525218,4140,2510,0.606280193236715,156.5580950880707,23.49181799752272,0.1500517618351677,3509,0
../dataset/images\case12\chromosome\8.TIF,0.7107191937700412,397.10259710444143,62.85588522416346,0.9901125394398343,13871,3103,0.22370413092062577,184.80613877895703,25.923736199337448,0.14027529805351496,4366,0
../dataset/images\case12\chromosome\9.TIF,0.7749510763209393,222.65180361560903,44.90892382211466,0.8810448830603851,2772,1584,0.5714285714285714,73.22881766622116,34.63962369470479,0.47303267755316064,2044,0
../dataset/images\case12\cluster\1.TIF,0.39518041126007675,1274.9280656363574,108.03604447862406,0.8132210916865131,38744,9167,0.23660437745199256,232.14468220848684,135.09772542776494,0.5819548573868903,23197,1
../dataset/images\case12\cluster\10.TIF,0.8531935176358436,141.63961030678928,33.757212452126,0.793126051002423,1554,895,0.575933075933076,46.19704680380662,28.13665893031362,0.6090575237375383,1049,1
../dataset/images\case12\cluster\18.TIF,0.6672005124919923,290.14927829866735,51.499106513446854,0.9292990037633945,3772,2083,0.5522269353128314,103.31956625942306,38.15883534656413,0.3693282572514084,3122,1
../dataset/images\case12\cluster\2.TIF,0.6071651739220996,710.6244584051392,86.15675565970436,0.537756329747106,15142,5830,0.3850217936864351,122.4581481531449,103.24450245895785,0.8431003082770886,9602,1
../dataset/images\case12\cluster\3.TIF,0.6744722955145118,618.0559159102154,72.1633545365431,0.8908427040655916,9243,4090,0.4424970247755058,131.5077429405365,59.74552881600324,0.45431187153001484,6064,1
../dataset/images\case12\cluster\4.TIF,0.48743178435587897,793.5777772109133,86.63571501530869,0.8192635531697852,18688,5895,0.3154430650684932,172.91106176556568,99.15016862306615,0.5734171522091213,12094,1
../dataset/images\case12\cluster\5.TIF,0.4424372700591129,1280.5209947489207,116.73681016414851,0.9234323152759518,41184,10703,0.25988247863247865,296.13695091533157,113.6459104157769,0.3837613309129713,24191,1
../dataset/images\case12\cluster\6.TIF,0.3623292595255212,795.0214280248092,91.3360032906235,0.8667421648390864,33981,6552,0.19281363114681735,247.8740262135907,123.62877514476503,0.4987564733314788,18083,1
../dataset/images\case12\cluster\7.TIF,0.6392798690671031,329.7056274847714,49.86618925552436,0.742214170590141,5175,1953,0.3773913043478261,79.45104293472077,53.245130223012296,0.6701627600629485,3055,1
